"","Pathogen","Disease","AgeGroup","CostItem","median","5%","95%"
"1539","Salmonella Typhi","Typhoid Fever","5-64","TotalFrictionHigh",312072.403273977,112525.972701387,677449.507917072
"1540","Salmonella Typhi","Typhoid Fever","5-64","TotalFrictionLow",296486.866981303,106833.02713148,644780.252689105
"1541","Salmonella Typhi","Typhoid Fever","65+","GPSpecialist",26.4203764006378,8.58434475197693,63.731635478058
"1542","Salmonella Typhi","Typhoid Fever","65+","ED",97.5537648622372,33.0468207548928,220.579461413404
"1543","Salmonella Typhi","Typhoid Fever","65+","Medications",0,0,0
"1544","Salmonella Typhi","Typhoid Fever","65+","Tests",0,0,0
"1545","Salmonella Typhi","Typhoid Fever","65+","Hospitalisation",2462.3631361364,834.137701484595,5567.66553438715
"1546","Salmonella Typhi","Typhoid Fever","65+","Deaths",22332.7671074212,185.057599273473,233942.369564101
"1547","Salmonella Typhi","Typhoid Fever","65+","WTP",171.69464707485,58.0520034874153,387.786080210187
"1548","Salmonella Typhi","Typhoid Fever","65+","WTPOngoing",0,0,0
"1549","Salmonella Typhi","Typhoid Fever","65+","HumanCapital",244.644971280036,82.8746950555345,553.16835878814
"1550","Salmonella Typhi","Typhoid Fever","65+","FrictionHigh",195.715977024028,66.2997560444276,442.534687030512
"1551","Salmonella Typhi","Typhoid Fever","65+","FrictionLow",73.3934913840106,24.8624085166604,165.950507636442
"1552","Salmonella Typhi","Typhoid Fever","65+","TotalHumanCapital",25768.7254645452,2841.07900914678,237332.773611924
"1553","Salmonella Typhi","Typhoid Fever","65+","TotalFrictionHigh",25712.9876419863,2805.02948233317,237287.317280633
"1554","Salmonella Typhi","Typhoid Fever","65+","TotalFrictionLow",25570.0129428429,2715.86423905179,237156.407098426
"1555","Salmonella Typhi","Typhoid Fever","All Ages","GPSpecialist",2685.73880971204,879.338666028426,6362.27121776711
"1556","Salmonella Typhi","Typhoid Fever","All Ages","ED",9852.93025108595,3337.72889624417,22278.5256027538
"1557","Salmonella Typhi","Typhoid Fever","All Ages","Medications",0,0,0
"1558","Salmonella Typhi","Typhoid Fever","All Ages","Tests",0,0,0
"1559","Salmonella Typhi","Typhoid Fever","All Ages","Hospitalisation",248698.676749776,84247.9078499441,562334.218973102
"1560","Salmonella Typhi","Typhoid Fever","All Ages","Deaths",106788.238168026,14291.6234740689,427575.253406522
"1561","Salmonella Typhi","Typhoid Fever","All Ages","WTP",17341.1593545598,5863.25235222894,39166.3941012289
"1562","Salmonella Typhi","Typhoid Fever","All Ages","WTPOngoing",0,0,0
"1563","Salmonella Typhi","Typhoid Fever","All Ages","HumanCapital",34009.6150917803,11520.9254657482,76899.3650877129
"1564","Salmonella Typhi","Typhoid Fever","All Ages","FrictionHigh",27207.6920734243,9216.74037259857,61519.4920701703
"1565","Salmonella Typhi","Typhoid Fever","All Ages","FrictionLow",10202.8845275341,3456.27763972446,23069.8095263139
"1566","Salmonella Typhi","Typhoid Fever","All Ages","TotalHumanCapital",458058.086997841,184174.234896485,936373.060847078
"1567","Salmonella Typhi","Typhoid Fever","All Ages","TotalFrictionHigh",450911.9311438,181325.356735305,923037.352593726
"1568","Salmonella Typhi","Typhoid Fever","All Ages","TotalFrictionLow",433130.032904856,174106.3413285,888490.429136109
"1569","Salmonella Typhi","Initial and Sequel Disease","<5","GPSpecialist",317.225506068242,102.959718225941,765.930999815271
"1570","Salmonella Typhi","Initial and Sequel Disease","<5","ED",1170.64517834685,396.561849058713,2646.95353696085
"1571","Salmonella Typhi","Initial and Sequel Disease","<5","Medications",0,0,0
"1572","Salmonella Typhi","Initial and Sequel Disease","<5","Tests",0,0,0
"1573","Salmonella Typhi","Initial and Sequel Disease","<5","Hospitalisation",29548.3576336368,10009.6524178151,66811.9864126458
"1574","Salmonella Typhi","Initial and Sequel Disease","<5","Deaths",17200.3219454167,141.193439755802,185122.547875172
"1575","Salmonella Typhi","Initial and Sequel Disease","<5","WTP",2060.3357648982,696.624041848983,4653.43296252225
"1576","Salmonella Typhi","Initial and Sequel Disease","<5","WTPOngoing",0,0,0
"1577","Salmonella Typhi","Initial and Sequel Disease","<5","HumanCapital",3200.28104705749,1084.1110466289,7236.17659173218
"1578","Salmonella Typhi","Initial and Sequel Disease","<5","FrictionHigh",2560.22483764599,867.28883730312,5788.94127338574
"1579","Salmonella Typhi","Initial and Sequel Disease","<5","FrictionLow",960.084314117248,325.23331398867,2170.85297751965
"1580","Salmonella Typhi","Initial and Sequel Disease","<5","TotalHumanCapital",63418.2770102196,20146.2305433504,228975.154621247
"1581","Salmonella Typhi","Initial and Sequel Disease","<5","TotalFrictionHigh",62633.388405066,19844.2774170691,228051.176755142
"1582","Salmonella Typhi","Initial and Sequel Disease","<5","TotalFrictionLow",60665.4439800777,19117.1358368095,225798.268577503
"1583","Salmonella Typhi","Initial and Sequel Disease","5-64","GPSpecialist",2329.81747855958,754.036484234786,5602.99990965669
"1584","Salmonella Typhi","Initial and Sequel Disease","5-64","ED",8584.73130787687,2908.12022643056,19410.9926043795
"1585","Salmonella Typhi","Initial and Sequel Disease","5-64","Medications",0,0,0
"1586","Salmonella Typhi","Initial and Sequel Disease","5-64","Tests",0,0,0
"1587","Salmonella Typhi","Initial and Sequel Disease","5-64","Hospitalisation",216687.955980003,73404.1177306443,489954.567026069
"1588","Salmonella Typhi","Initial and Sequel Disease","5-64","Deaths",17667.7523001554,145.85134280087,187330.632381681
"1589","Salmonella Typhi","Initial and Sequel Disease","5-64","WTP",15109.1289425868,5108.57630689255,34125.1750584965
"1590","Salmonella Typhi","Initial and Sequel Disease","5-64","WTPOngoing",0,0,0
"1591","Salmonella Typhi","Initial and Sequel Disease","5-64","HumanCapital",30564.6890734428,10353.9397240638,69110.0201371926
"1592","Salmonella Typhi","Initial and Sequel Disease","5-64","FrictionHigh",24451.7512587543,8283.15177925102,55288.0161097541
"1593","Salmonella Typhi","Initial and Sequel Disease","5-64","FrictionLow",9169.40672203285,3106.18191721913,20733.0060411578
"1594","Salmonella Typhi","Initial and Sequel Disease","5-64","TotalHumanCapital",318305.462363486,114854.003287059,690814.862797424
"1595","Salmonella Typhi","Initial and Sequel Disease","5-64","TotalFrictionHigh",312072.403273977,112525.972701387,677449.507917072
"1596","Salmonella Typhi","Initial and Sequel Disease","5-64","TotalFrictionLow",296486.866981303,106833.02713148,644780.252689105
"1597","Salmonella Typhi","Initial and Sequel Disease","65+","GPSpecialist",26.4203764006378,8.58434475197693,63.731635478058
"1598","Salmonella Typhi","Initial and Sequel Disease","65+","ED",97.5537648622372,33.0468207548928,220.579461413404
"1599","Salmonella Typhi","Initial and Sequel Disease","65+","Medications",0,0,0
"1600","Salmonella Typhi","Initial and Sequel Disease","65+","Tests",0,0,0
"1601","Salmonella Typhi","Initial and Sequel Disease","65+","Hospitalisation",2462.3631361364,834.137701484595,5567.66553438715
"1602","Salmonella Typhi","Initial and Sequel Disease","65+","Deaths",22332.7671074212,185.057599273473,233942.369564101
"1603","Salmonella Typhi","Initial and Sequel Disease","65+","WTP",171.69464707485,58.0520034874153,387.786080210187
"1604","Salmonella Typhi","Initial and Sequel Disease","65+","WTPOngoing",0,0,0
"1605","Salmonella Typhi","Initial and Sequel Disease","65+","HumanCapital",244.644971280036,82.8746950555345,553.16835878814
"1606","Salmonella Typhi","Initial and Sequel Disease","65+","FrictionHigh",195.715977024028,66.2997560444276,442.534687030512
"1607","Salmonella Typhi","Initial and Sequel Disease","65+","FrictionLow",73.3934913840106,24.8624085166604,165.950507636442
"1608","Salmonella Typhi","Initial and Sequel Disease","65+","TotalHumanCapital",25768.7254645452,2841.07900914678,237332.773611924
"1609","Salmonella Typhi","Initial and Sequel Disease","65+","TotalFrictionHigh",25712.9876419863,2805.02948233317,237287.317280633
"1610","Salmonella Typhi","Initial and Sequel Disease","65+","TotalFrictionLow",25570.0129428429,2715.86423905179,237156.407098426
"1611","Salmonella Typhi","Initial and Sequel Disease","All Ages","GPSpecialist",2685.73880971204,879.338666028426,6362.27121776711
"1612","Salmonella Typhi","Initial and Sequel Disease","All Ages","ED",9852.93025108595,3337.72889624417,22278.5256027538
"1613","Salmonella Typhi","Initial and Sequel Disease","All Ages","Medications",0,0,0
"1614","Salmonella Typhi","Initial and Sequel Disease","All Ages","Tests",0,0,0
"1615","Salmonella Typhi","Initial and Sequel Disease","All Ages","Hospitalisation",248698.676749776,84247.9078499441,562334.218973102
"1616","Salmonella Typhi","Initial and Sequel Disease","All Ages","Deaths",106788.238168026,14291.6234740689,427575.253406522
"1617","Salmonella Typhi","Initial and Sequel Disease","All Ages","WTP",17341.1593545598,5863.25235222894,39166.3941012289
"1618","Salmonella Typhi","Initial and Sequel Disease","All Ages","WTPOngoing",0,0,0
"1619","Salmonella Typhi","Initial and Sequel Disease","All Ages","HumanCapital",34009.6150917803,11520.9254657482,76899.3650877129
"1620","Salmonella Typhi","Initial and Sequel Disease","All Ages","FrictionHigh",27207.6920734243,9216.74037259857,61519.4920701703
"1621","Salmonella Typhi","Initial and Sequel Disease","All Ages","FrictionLow",10202.8845275341,3456.27763972446,23069.8095263139
"1622","Salmonella Typhi","Initial and Sequel Disease","All Ages","TotalHumanCapital",458058.086997841,184174.234896485,936373.060847078
"1623","Salmonella Typhi","Initial and Sequel Disease","All Ages","TotalFrictionHigh",450911.9311438,181325.356735305,923037.352593726
"1624","Salmonella Typhi","Initial and Sequel Disease","All Ages","TotalFrictionLow",433130.032904856,174106.3413285,888490.429136109
"1625","STEC","STEC","<5","GPSpecialist",5666.56500240185,2305.34308661945,13280.1561337903
"1626","STEC","STEC","<5","ED",17029.275981312,6064.82071275531,45181.7717345575
"1627","STEC","STEC","<5","Medications",2833.38814248805,1162.93398086653,6613.54713141286
"1628","STEC","STEC","<5","Tests",5641.3889114393,5641.3889114393,5641.3889114393
"1629","STEC","STEC","<5","Hospitalisation",3559.37547773918,1877.1278470012,5881.27396974636
"1630","STEC","STEC","<5","Deaths",136558.084376923,1178.67576101432,1268720.55770589
"1631","STEC","STEC","<5","WTP",55864.8356415045,24304.2568420721,123351.194566568
"1632","STEC","STEC","<5","WTPOngoing",0,0,0
"1633","STEC","STEC","<5","HumanCapital",88373.7121569703,33998.3447924499,222345.634138606
"1634","STEC","STEC","<5","FrictionHigh",70698.9697255762,27198.6758339599,177876.507310885
"1635","STEC","STEC","<5","FrictionLow",26512.1136470911,10199.503437735,66703.6902415818
"1636","STEC","STEC","<5","TotalHumanCapital",364989.948470755,125059.659009567,1485646.25209849
"1637","STEC","STEC","<5","TotalFrictionHigh",342141.612186119,115274.574283739,1463468.21035123
"1638","STEC","STEC","<5","TotalFrictionLow",282750.076713825,88892.2105981487,1408507.45724066
"1639","STEC","STEC","5-64","GPSpecialist",24663.519920799,10037.9934285403,57609.2580627103
"1640","STEC","STEC","5-64","ED",74095.3830904266,26430.7688419038,196519.152315999
"1641","STEC","STEC","5-64","Medications",9176.5554405807,3913.24224826508,20606.8247733294
"1642","STEC","STEC","5-64","Tests",24580.0300717254,24580.0300717254,24580.0300717254
"1643","STEC","STEC","5-64","Hospitalisation",41548.6621892083,21939.2903946066,68802.383589398
"1644","STEC","STEC","5-64","Deaths",138508.146089108,1140.53982999859,1293088.8041054
"1645","STEC","STEC","5-64","WTP",244540.511502371,107099.910903011,538611.130172972
"1646","STEC","STEC","5-64","WTPOngoing",0,0,0
"1647","STEC","STEC","5-64","HumanCapital",583929.982048398,254305.689852624,1304448.41755305
"1648","STEC","STEC","5-64","FrictionHigh",467143.985638718,203444.551882099,1043558.73404244
"1649","STEC","STEC","5-64","FrictionLow",175178.994614519,76291.7069557872,391334.525265915
"1650","STEC","STEC","5-64","TotalHumanCapital",1295170.78760403,590538.767962438,2859491.86309909
"1651","STEC","STEC","5-64","TotalFrictionHigh",1169444.63731511,531603.087583232,2634552.87180348
"1652","STEC","STEC","5-64","TotalFrictionLow",847105.285214245,380704.512758123,2109042.99746729
"1653","STEC","STEC","65+","GPSpecialist",6432.07129080534,2619.96535404907,15072.7499072742
"1654","STEC","STEC","65+","ED",19287.6204601753,6923.46981549773,51440.113746345
"1655","STEC","STEC","65+","Medications",3324.45661050755,1358.04094582228,7786.40239620253
"1656","STEC","STEC","65+","Tests",6406.2021218681,6406.2021218681,6406.2021218681
"1657","STEC","STEC","65+","Hospitalisation",55899.0231440473,29539.6413402804,92532.2045090473
"1658","STEC","STEC","65+","Deaths",171568.109122784,1463.65130237429,1638186.27662227
"1659","STEC","STEC","65+","WTP",64019.525892959,28204.546255286,140659.325761983
"1660","STEC","STEC","65+","WTPOngoing",0,0,0
"1661","STEC","STEC","65+","HumanCapital",81843.5598162809,20838.2676361682,448339.107264412
"1662","STEC","STEC","65+","FrictionHigh",65474.8478530247,16670.6141089346,358671.285811529
"1663","STEC","STEC","65+","FrictionLow",24553.0679448843,6251.48029085048,134501.732179323
"1664","STEC","STEC","65+","TotalHumanCapital",501719.037126491,183674.698088923,2016390.70660329
"1665","STEC","STEC","65+","TotalFrictionHigh",474421.644526123,175480.352916241,1965960.32365589
"1666","STEC","STEC","65+","TotalFrictionLow",400449.413709079,152354.010263814,1857747.4384344
"1667","STEC","STEC","All Ages","GPSpecialist",37085.2690410103,15586.2920392661,84121.3386313559
"1668","STEC","STEC","All Ages","ED",113719.825532895,44742.5152636064,276942.439872433
"1669","STEC","STEC","All Ages","Medications",15439.3327846468,6617.73491565634,34485.6641921929
"1670","STEC","STEC","All Ages","Tests",36627.6211050328,36627.6211050328,36627.6211050328
"1671","STEC","STEC","All Ages","Hospitalisation",102676.469918891,67619.8071607163,146357.955639919
"1672","STEC","STEC","All Ages","Deaths",796436.604484578,112645.453613074,2918330.95122814
"1673","STEC","STEC","All Ages","WTP",364420.032612856,159632.449668459,802642.312668975
"1674","STEC","STEC","All Ages","WTPOngoing",0,0,0
"1675","STEC","STEC","All Ages","HumanCapital",789795.107875008,338306.142973659,1831603.75011922
"1676","STEC","STEC","All Ages","FrictionHigh",631836.086300006,270644.914378927,1465283.00009538
"1677","STEC","STEC","All Ages","FrictionLow",236938.532362502,101491.842892098,549481.125035767
"1678","STEC","STEC","All Ages","TotalHumanCapital",2460929.19756836,1177890.826563,5033002.6392142
"1679","STEC","STEC","All Ages","TotalFrictionHigh",2287292.49868173,1087275.17331037,4742443.22275192
"1680","STEC","STEC","All Ages","TotalFrictionLow",1839599.83310782,850271.461059215,4068204.70381587
"1681","STEC","HUS","<5","GPSpecialist",1623.72135076745,469.363985709239,4853.56225340734
"1682","STEC","HUS","<5","ED",0,0,0
"1683","STEC","HUS","<5","Medications",0,0,0
"1684","STEC","HUS","<5","Tests",0,0,0
"1685","STEC","HUS","<5","Hospitalisation",72681.3359087132,27555.9765646472,184139.753626929
"1686","STEC","HUS","<5","Deaths",525864.897976836,92387.8084841515,1857176.67455722
"1687","STEC","HUS","<5","WTP",19378.757783002,7353.53827197207,49127.5341131031
"1688","STEC","HUS","<5","WTPOngoing",8745.38339134833,2829.08950222052,25318.8323203251
"1689","STEC","HUS","<5","HumanCapital",55573.3597927562,21069.7585689851,140796.322088956
"1690","STEC","HUS","<5","FrictionHigh",44458.687834205,16855.8068551881,112637.057671165
"1691","STEC","HUS","<5","FrictionLow",16672.0079378269,6320.92757069554,42238.8966266868
"1692","STEC","HUS","<5","TotalHumanCapital",719575.090115215,239463.553253874,2052395.67248884
"1693","STEC","HUS","<5","TotalFrictionHigh",705436.086161806,230549.472208259,2037958.66662018
"1694","STEC","HUS","<5","TotalFrictionLow",671299.639122992,208096.16873963,2001702.49000116
"1695","STEC","HUS","5-64","GPSpecialist",7107.03905678356,2038.22240923226,21314.3725723752
"1696","STEC","HUS","5-64","ED",0,0,0
"1697","STEC","HUS","5-64","Medications",0,0,0
"1698","STEC","HUS","5-64","Tests",0,0,0
"1699","STEC","HUS","5-64","Hospitalisation",316679.004113111,120063.825282696,802313.180779313
"1700","STEC","HUS","5-64","Deaths",5802871.21174707,2694007.83251795,11419515.0184892
"1701","STEC","HUS","5-64","WTP",84434.9603504546,32040.0161549121,214053.008010345
"1702","STEC","HUS","5-64","WTPOngoing",38010.5871986706,12320.6506000923,110982.908751221
"1703","STEC","HUS","5-64","HumanCapital",284650.825857055,107920.849119727,721169.090904617
"1704","STEC","HUS","5-64","FrictionHigh",227720.660685644,86336.6792957819,576935.272723694
"1705","STEC","HUS","5-64","FrictionLow",85395.2477571164,32376.2547359182,216350.727271385
"1706","STEC","HUS","5-64","TotalHumanCapital",6675357.35666689,3446412.3810549,12343130.9515287
"1707","STEC","HUS","5-64","TotalFrictionHigh",6609384.63305213,3396603.0298063,12269298.028953
"1708","STEC","HUS","5-64","TotalFrictionLow",6438758.19391602,3259133.2708361,12076161.7519473
"1709","STEC","HUS","65+","GPSpecialist",1839.4201945676,527.319556713812,5531.05615839548
"1710","STEC","HUS","65+","ED",0,0,0
"1711","STEC","HUS","65+","Medications",0,0,0
"1712","STEC","HUS","65+","Tests",0,0,0
"1713","STEC","HUS","65+","Hospitalisation",82534.8749444424,31291.7897187755,209103.910211384
"1714","STEC","HUS","65+","Deaths",991566.117825857,230439.182013902,3009389.33318449
"1715","STEC","HUS","65+","WTP",22005.9707241425,8350.47064130294,55787.8420045346
"1716","STEC","HUS","65+","WTPOngoing",9906.86667892449,3212.53898473906,28680.623548496
"1717","STEC","HUS","65+","HumanCapital",30552.1925371423,11583.3795709189,77404.6477849263
"1718","STEC","HUS","65+","FrictionHigh",24441.7540297138,9266.70365673509,61923.7182279411
"1719","STEC","HUS","65+","FrictionLow",9165.65776114267,3475.01387127566,23221.3943354779
"1720","STEC","HUS","65+","TotalHumanCapital",1166923.01644058,380064.559302999,3185382.46107642
"1721","STEC","HUS","65+","TotalFrictionHigh",1159707.11884122,374819.749099618,3177645.82836708
"1722","STEC","HUS","65+","TotalFrictionLow",1140788.56020915,361184.515698137,3159759.53621281
"1723","STEC","HUS","All Ages","GPSpecialist",10824.5770270398,3685.11138583674,30123.8341307684
"1724","STEC","HUS","All Ages","ED",0,0,0
"1725","STEC","HUS","All Ages","Medications",0,0,0
"1726","STEC","HUS","All Ages","Tests",0,0,0
"1727","STEC","HUS","All Ages","Hospitalisation",471895.214966267,178911.591566119,1195556.84461763
"1728","STEC","HUS","All Ages","Deaths",7750737.62581347,4187830.00581396,13683331.0086969
"1729","STEC","HUS","All Ages","WTP",125819.688857599,47744.0250681871,318968.384127983
"1730","STEC","HUS","All Ages","WTPOngoing",57925.7324899628,20338.0588139872,158432.562574249
"1731","STEC","HUS","All Ages","HumanCapital",370776.378186953,140573.987259631,939370.0607785
"1732","STEC","HUS","All Ages","FrictionHigh",296621.102549563,112459.189807705,751496.0486228
"1733","STEC","HUS","All Ages","FrictionLow",111232.913456086,42172.1961778894,281811.01823355
"1734","STEC","HUS","All Ages","TotalHumanCapital",8971755.12888172,5221224.93713177,15027567.8704468
"1735","STEC","HUS","All Ages","TotalFrictionHigh",8884207.23288609,5157558.10654731,14921760.4851125
"1736","STEC","HUS","All Ages","TotalFrictionLow",8663448.13488063,4994907.54656297,14667816.0930017
"1737","STEC","Initial and Sequel Disease","<5","GPSpecialist",7439.20023268373,3047.70479064559,17287.0550141847
"1738","STEC","Initial and Sequel Disease","<5","ED",17029.275981312,6064.82071275531,45181.7717345575
"1739","STEC","Initial and Sequel Disease","<5","Medications",2833.38814248805,1162.93398086653,6613.54713141286
"1740","STEC","Initial and Sequel Disease","<5","Tests",5641.3889114393,5641.3889114393,5641.3889114393
"1741","STEC","Initial and Sequel Disease","<5","Hospitalisation",76390.9350742385,31155.4880555424,187707.516370625
"1742","STEC","Initial and Sequel Disease","<5","Deaths",815907.56979877,182512.828391836,2507301.17051919
"1743","STEC","Initial and Sequel Disease","<5","WTP",75857.7052316585,32631.3977863372,169274.052893656
"1744","STEC","Initial and Sequel Disease","<5","WTPOngoing",8745.38339134833,2829.08950222052,25318.8323203251
"1745","STEC","Initial and Sequel Disease","<5","HumanCapital",147097.531198983,59507.1750167306,348433.066605127
"1746","STEC","Initial and Sequel Disease","<5","FrictionHigh",117678.024959186,47605.7400133844,278746.453284102
"1747","STEC","Initial and Sequel Disease","<5","FrictionLow",44129.2593596948,17852.1525050192,104529.919981538
"1748","STEC","Initial and Sequel Disease","<5","TotalHumanCapital",1221461.35163101,491012.403217026,2939929.73392217
"1749","STEC","Initial and Sequel Disease","<5","TotalFrictionHigh",1185589.09453261,469078.843765365,2899512.21341246
"1750","STEC","Initial and Sequel Disease","<5","TotalFrictionLow",1097920.78105159,411447.976043692,2803010.88294908
"1751","STEC","Initial and Sequel Disease","5-64","GPSpecialist",32402.2397306292,13269.7713277004,75771.0146337983
"1752","STEC","Initial and Sequel Disease","5-64","ED",74095.3830904266,26430.7688419038,196519.152315999
"1753","STEC","Initial and Sequel Disease","5-64","Medications",9176.5554405807,3913.24224826508,20606.8247733294
"1754","STEC","Initial and Sequel Disease","5-64","Tests",24580.0300717254,24580.0300717254,24580.0300717254
"1755","STEC","Initial and Sequel Disease","5-64","Hospitalisation",360362.552023748,161352.763013818,846329.524023704
"1756","STEC","Initial and Sequel Disease","5-64","Deaths",6137342.1828105,2939470.8362574,11815291.2263396
"1757","STEC","Initial and Sequel Disease","5-64","WTP",331583.92481675,143271.635647782,738592.597725542
"1758","STEC","Initial and Sequel Disease","5-64","WTPOngoing",38010.5871986706,12320.6506000923,110982.908751221
"1759","STEC","Initial and Sequel Disease","5-64","HumanCapital",879240.138312904,377712.491376988,1979415.58900723
"1760","STEC","Initial and Sequel Disease","5-64","FrictionHigh",703392.110650323,302169.99310159,1583532.47120578
"1761","STEC","Initial and Sequel Disease","5-64","FrictionLow",263772.041493871,113313.747413096,593824.676702169
"1762","STEC","Initial and Sequel Disease","5-64","TotalHumanCapital",8146450.98638214,4560152.66733275,14090319.3414041
"1763","STEC","Initial and Sequel Disease","5-64","TotalFrictionHigh",7948083.72079562,4420549.09663308,13833041.2384743
"1764","STEC","Initial and Sequel Disease","5-64","TotalFrictionLow",7447347.93609246,4062920.29682857,13223284.5085481
"1765","STEC","Initial and Sequel Disease","65+","GPSpecialist",8447.4564532257,3462.41134927989,19776.6903798826
"1766","STEC","Initial and Sequel Disease","65+","ED",19287.6204601753,6923.46981549773,51440.113746345
"1767","STEC","Initial and Sequel Disease","65+","Medications",3324.45661050755,1358.04094582228,7786.40239620253
"1768","STEC","Initial and Sequel Disease","65+","Tests",6406.2021218681,6406.2021218681,6406.2021218681
"1769","STEC","Initial and Sequel Disease","65+","Hospitalisation",142036.202913969,79529.7228322095,269737.150022771
"1770","STEC","Initial and Sequel Disease","65+","Deaths",1376433.61068216,375212.436349967,3786976.26393232
"1771","STEC","Initial and Sequel Disease","65+","WTP",86724.8579823452,37641.7249122153,192824.69339186
"1772","STEC","Initial and Sequel Disease","65+","WTPOngoing",9906.86667892449,3212.53898473906,28680.623548496
"1773","STEC","Initial and Sequel Disease","65+","HumanCapital",118029.23627185,38572.4537163762,499721.290367606
"1774","STEC","Initial and Sequel Disease","65+","FrictionHigh",94423.3890174803,30857.9629731009,399777.032294085
"1775","STEC","Initial and Sequel Disease","65+","FrictionLow",35408.7708815551,11571.7361149128,149916.387110282
"1776","STEC","Initial and Sequel Disease","65+","TotalHumanCapital",1868230.66837326,770402.290488444,4343697.84584584
"1777","STEC","Initial and Sequel Disease","65+","TotalFrictionHigh",1831682.60507361,750467.672805961,4289627.56637271
"1778","STEC","Initial and Sequel Disease","65+","TotalFrictionLow",1741555.66183664,694027.736221327,4171405.86951906
"1779","STEC","Initial and Sequel Disease","All Ages","GPSpecialist",48621.8557273076,20427.8892502272,110914.191815014
"1780","STEC","Initial and Sequel Disease","All Ages","ED",113719.825532895,44742.5152636064,276942.439872433
"1781","STEC","Initial and Sequel Disease","All Ages","Medications",15439.3327846468,6617.73491565634,34485.6641921929
"1782","STEC","Initial and Sequel Disease","All Ages","Tests",36627.6211050328,36627.6211050328,36627.6211050328
"1783","STEC","Initial and Sequel Disease","All Ages","Hospitalisation",577690.947219134,280548.269962809,1300040.2438559
"1784","STEC","Initial and Sequel Disease","All Ages","Deaths",8818024.52035474,4982108.02319028,14940819.4574347
"1785","STEC","Initial and Sequel Disease","All Ages","WTP",494153.392623803,213512.085591697,1100631.64514743
"1786","STEC","Initial and Sequel Disease","All Ages","WTPOngoing",57925.7324899628,20338.0588139872,158432.562574249
"1787","STEC","Initial and Sequel Disease","All Ages","HumanCapital",1178143.70918516,500965.772014614,2702945.74889693
"1788","STEC","Initial and Sequel Disease","All Ages","FrictionHigh",942514.967348126,400772.617611691,2162356.59911754
"1789","STEC","Initial and Sequel Disease","All Ages","FrictionLow",353443.112755547,150289.731604384,810883.724669079
"1790","STEC","Initial and Sequel Disease","All Ages","TotalHumanCapital",11683472.7404991,7266635.43000884,18352755.5414065
"1791","STEC","Initial and Sequel Disease","All Ages","TotalFrictionHigh",11421767.0505912,7093674.9022983,17977724.3491736
"1792","STEC","Initial and Sequel Disease","All Ages","TotalFrictionLow",10755638.9768127,6617514.19618451,17089592.2173529
"1793","Yersinia Enterocolitica","Yersiniosis","<5","GPSpecialist",15883.7782049559,7984.64012458763,30053.8443509443
"1794","Yersinia Enterocolitica","Yersiniosis","<5","ED",47714.7955238943,20359.737392558,105569.705318005
"1795","Yersinia Enterocolitica","Yersiniosis","<5","Medications",7918.94168646587,4058.39213331614,15030.8226967753
"1796","Yersinia Enterocolitica","Yersiniosis","<5","Tests",14316.795929016,14316.795929016,14316.795929016
"1797","Yersinia Enterocolitica","Yersiniosis","<5","Hospitalisation",12487.1133265139,7815.98606388893,17901.9592090959
"1798","Yersinia Enterocolitica","Yersiniosis","<5","Deaths",172825.108496393,1475.00640175586,1551888.08511885
"1799","Yersinia Enterocolitica","Yersiniosis","<5","WTP",156459.502028835,86485.9305297022,274394.34223646
"1800","Yersinia Enterocolitica","Yersiniosis","<5","WTPOngoing",0,0,0
"1801","Yersinia Enterocolitica","Yersiniosis","<5","HumanCapital",247479.13911094,116674.22831251,516993.93057616
"1802","Yersinia Enterocolitica","Yersiniosis","<5","FrictionHigh",197983.311288752,93339.382650008,413595.144460928
"1803","Yersinia Enterocolitica","Yersiniosis","<5","FrictionLow",74243.7417332819,35002.268493753,155098.179172848
"1804","Yersinia Enterocolitica","Yersiniosis","<5","TotalHumanCapital",763876.232444004,365055.029198597,2133701.25828011
"1805","Yersinia Enterocolitica","Yersiniosis","<5","TotalFrictionHigh",704312.153505918,335352.074037617,2070733.23966859
"1806","Yersinia Enterocolitica","Yersiniosis","<5","TotalFrictionLow",553731.513048734,256503.672937151,1919941.45821342
"1807","Yersinia Enterocolitica","Yersiniosis","5-64","GPSpecialist",65703.2819875549,33373.7123324716,124724.043528708
"1808","Yersinia Enterocolitica","Yersiniosis","5-64","ED",198175.225423563,85222.0739324493,440639.403790717
"1809","Yersinia Enterocolitica","Yersiniosis","5-64","Medications",24479.3920803127,13178.0503881194,43987.1444197174
"1810","Yersinia Enterocolitica","Yersiniosis","5-64","Tests",59431.1577934798,59431.1577934798,59431.1577934798
"1811","Yersinia Enterocolitica","Yersiniosis","5-64","Hospitalisation",41683.3224306293,26088.254876424,59765.8323088723
"1812","Yersinia Enterocolitica","Yersiniosis","5-64","Deaths",2477860.15896206,783986.704248098,6101414.1350877
"1813","Yersinia Enterocolitica","Yersiniosis","5-64","WTP",649056.86033092,358740.320446474,1138761.77767967
"1814","Yersinia Enterocolitica","Yersiniosis","5-64","WTPOngoing",0,0,0
"1815","Yersinia Enterocolitica","Yersiniosis","5-64","HumanCapital",1533001.39443494,828850.863777659,2769728.84742953
"1816","Yersinia Enterocolitica","Yersiniosis","5-64","FrictionHigh",1226401.11554795,663080.691022127,2215783.07794363
